,mun_name,mun_pop,male_pop,fem_pop,swiss_pop,swiss_male,swiss_fem,foreign_pop,foreign_male,foreign_fem,swiss_promille,foreign_promille,can_name,can_population,can_male_pop,can_fem_pop,can_swiss_pop,can_swiss_male,can_swiss_fem,can_foreign_pop,can_foreign_male,can_foreign_fem,can_swiss_promille,can_foreign_promille,district
35,3883 SAAS,568,276,292,557,270,287,11,5,981,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
37,3891 LUZEIN,1027,537,490,999,526,473,28,17,973,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
38,3892 ST.ANTOEN.ASCHARINA,132,71,61,132,71,61,—,—,1000,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
39,3893 ST.ANTOENIEN,209,105,104,208,104,104,1,-,995,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
42,3901 CHUR,32037,15338,16699,27895,12909,14986,4142,1713,871,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
44,3911 CHURWALDEN,1138,597,541,952,480,472,186,69,837,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
45,3912 MALIX,472,242,230,441,221,220,31,10,934,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
46,3913 PARPAN,129,65,64,116,53,63,13,1,899,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
47,3914 PRADEN,51,25,26,49,24,25,2,1,961,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
48,3915 TSCHIERTSCHEN,176,95,81,161,88,73,15,8,915,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
50,3921 AROSA,2782,1367,1415,2133,978,1155,649,260,767,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
51,3922 CALFREISEN,34,18,16,34,18,16,—,—,1000,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
52,3923 CASTIEL,83,44,39,80,43,37,3,2,964,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
53,3924 LANGWIES,286,138,148,274,131,143,12,5,958,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
54,3925 LUEN,85,42,43,85,42,43,—,—,1000,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
55,3926 MALADERS,458,224,234,445,213,232,13,2,972,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
56,3927 MOLINIS,83,48,35,83,48,35,—,—,1000,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
57,3928 PAGIG,66,33,33,66,33,33,—,—,1000,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
58,3929 PEIST,190,103,87,164,81,83,26,4,863,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
59,3806 CAUCO,38,18,20,38.1,18.1,20.1,—,—.1,1000,,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
1,3941 HALDENSTEIN,671,364,307,607,313,294,64,51,13,905,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
2,3942 IGIS,5392,2871,2521,4626,2385,2241,766,486,280,858,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
3,3943 MASTRILS,450,240,210,412,219,193,38,21,17,916,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
4,3944 SAYS,102,60,42,101,59,42,1,1,—,990,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
5,3945 TRIMMIS,1457,773,684,1347,682,665,110,91,19,925,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
6,3946 UNTERVAZ,1575,863,712,1424,733,691,151,130,21,904,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
7,3947 ZIZERS,2425,1243,1182,2208,1096,1112,217,147,70,911,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
9,3951 FLAESCH,348,174,174,341,170,171,7,4,3,980,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
10,3952 JENINS,557,282,275,536,270,266,21,12,9,962,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
11,3953 MAIENFELD,1716,889,827,1541,769,772,175,120,55,898,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
12,3954 MALANS,1280,613,667,1179,555,624,101,58,43,921,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
14,3961 GRUESCH,779,391,388,761,376,385,18,15,3,977,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
15,3962 SCHIERS,2253,1159,1094,2089,1056,1033,164,103,61,927,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
17,3971 FANAS,278,142,136,277,141,136,1,1,—,996,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
18,3972 SEEWIS IM PRAETTIGAU,959,496,463,897,461,436,62,35,27,935,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
19,3973 VALZEINA,115,56,59,115,56,59,—,—,—,1000,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
22,3981 BREIL/BRIGELS,1212,637,575,1151,589,562,61,48,13,950,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
23,3982 DISENTIS/MUSTER,2320,1262,1058,2242,1199,1043,78,63,15,966,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
24,3983 MEDEL (LUCMAGN),460,258,202,460,258,202,,,—,1000,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
25,3984 SCHLANS,93,53,40,93,53,40,—,,—,1000,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
26,3985 SOMVIX,1379,710,669,1349,686,663,30,24,6,978,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
27,3986 TUJETSCH,1329,657,672,1292,630,662,37,27,10,972,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
28,3987 TRUN,1520,743,777,1372,662,710,148,81,67,903,,GRAUBUENDEN,164641,82173,82468,144731,69089,74842,19910,12284,7626,879,1,1
