,mun_name,mun_pop,male_pop,fem_pop,swiss_pop,swiss_male,swiss_fem,foreign_pop,foreign_male,foreign_fem,swiss_promille,foreign_promille,can_name,can_population,can_male_pop,can_fem_pop,can_swiss_pop,can_swiss_male,can_swiss_fem,can_foreign_pop,can_foreign_male,can_foreign_fem,can_swiss_promille,can_foreign_promille,district
42,2199 GRENILLES,81,42,39,81,42,39,—,—,—,1000,—,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
43,2200 GROLLEY,761,379,382,717,350,367,44,29,15,942,58,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
44,2202 LENTIGNY,468,229,239,462,224,238,6,5,1,987,13,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
45,2203 LOSSY,184,96,88,181,93,88,3,3,—,984,16,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
46,2204 LOVENS,160,87,73,156,84,72,4,3,1,975,25,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
47,2205 MAGNEDENS,80,45,35,79,44,35,1,1,—,988,13,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
48,2206 MARLY,5235,2662,2573,4770,2402,2368,465,260,205,911,89,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
49,2208 MATRAN,603,336,267,562,303,259,41,33,8,932,68,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
50,2209 MCNTECU,142,69,73,141,68,73,1,1,—,993,7,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
51,2210 MONTEVRAZ,239,138,101,236,135,101,3,3,—,987,13,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
52,2211 NEYRUZ (FR),951,489,462,906,461,445,45,28,17,953,47,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
53,2212 NIERLET — LES — BOIS,111,54,57,107,52,55,4,2,2,964,36,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
54,2213 NOREAZ,407,175,232,391,171,220,16,4,12,961,39,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
55,2214 OBERRIED (FR),139,62,77,127,59,68,12,3,9,914,86,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
56,2215 ONNENS (FR),249,136,113,246,133,113,3,3,—,988,12,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
57,2216 PIERRAFORTSCHA,162,90,72,154,89,65,8,1,7,951,49,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
58,2217 PONTHAUX,284,155,129,281,152,129,3,3,—,989,11,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
59,2218 POSAT,54,29,25,53,28,25,1,1,—,981,19,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
60,2219 POSIEUX,700,409,291,658,369,289,42,40,2,940,60,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
61,2220 PRAROMAN •,711,366,345,690,356,334,21,10,11,970,30,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
62,2221 PREZ — VERS — NOREAZ,508,242,266,493,233,260,15,9,6,970,30,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
63,2145 LE PAQUIER (FR),532,256,276,501,239,262,31,17,14,942,58,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
0,2223 RUEYRES-ST-LAURENT,198,104,94,196,103,93,2,1,1,990,10,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
1,2225 SENEDES,91,50,41,90,49,41,1,1,,989,11,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
2,2226 TREYVAUX,937,476,461,926,470,456,11,6,5,988,12,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
3,2227 VILLARLOD,163,81,82,163,81,82,,-,-,1000,,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
4,2228 VILLARS-SUR-GLANE,5788,2821,2967,4869,2311,2558,919,510,409,841,159,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
5,2229 VILLARSEL-LE-GIBLOUX,159,86,73,157,86,71,2,-,2,987,13,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
6,2230 VILLARSEL-SUR-MARLY,46,24,22,46,24,22,-,-,,1000,,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
7,2231 VUISTERNENS-EN-OGOZ,455,235,220,433,222,211,22,13,9,952,48,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
8,2232 ZENAUVA,90,49,41,90,49,41,-,-,,1000,,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
10,2241 AGRISWIL,89,45,44,88,44,44,1,1,,989,11,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
11,2242 ALTAVILLA,99,44,55,99,44,55,-,-,-,1000,,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
12,2243 BARBERECHE,499,245,254,474,235,239,25,10,15,950,50,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
13,2244 BUECHSLEN,108,50,58,107,50,57,1,-,1,991,9,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
14,2246 CHANDOSSEL,69,39,30,68,39,29,1,-,1,986,14,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
15,2247 CORDAST,342,174,168,330,167,163,12,7,5,965,35,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
16,2248 CORMEROD,162,89,73,160,87,73,2,2,-,988,12,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
17,2249 CORSALETTES,70,46,24,70,46,24,-,-,-,1000,,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
18,2250 COURGEVAUX,662,325,337,562,275,287,100,50,50,849,151,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
19,2251 COURLEVOH,207,114,93,205,113,92,2,1,1,990,10,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
20,2252 COURNILLENS,236,130,106,236,130,106,-,-,-,1000,-,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
21,2253 COURTAMAN,722,408,314,635,356,279,87,52,35,880,120,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
22,2254 COURTEPIN,1229,641,588,852,437,415,377,204,173,693,307,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
23,2255 COURTION,214,115,99,211,112,99,3,3,-,986,14,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
24,2257 CRESSIER (FR),410,209,201,386,199,187,24,10,14,941,59,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
25,2258 FRAESCHELS,268,141,127,267,140,127,1,1,-,996,4,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
26,2259 GALMIZ,393,202,191,382,194,188,11,8,3,972,28,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
27,2'60 GFMPFNACH,1 77,94,83,174,91,83,3,3,-,983,17,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
28,2261 GRENG,55,28,27,54,27,27,1,1,-,982,18,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
29,2262 GURMELS,974,492,482,954,480,474,20,12,8,979,21,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
30,2263 GUSCHELMUTH,216,111,105,211,109,102,5,2,3,977,23,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
31,2264 JEUSS,239,128,111,233,123,110,6,5,1,975,25,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
32,2265 KERZERS,2658,1321,1337,2423,1182,1241,235,139,96,912,88,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
33,2266 KLEINBOESINGEN,231,129,102,231,129,102,-,-,-,1000,-,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
34,2267 KLEINGURMELS,92,46,46,91,45,46,1,1,-,989,11,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
35,2269 LIEBISTORF,384,206,178,367,195,172,17,11,6,956,44,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
36,2270 LURTIGEN,160,85,75,158,83,75,2,2,-,988,13,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
37,2271 MEYRIEZ,302,144,158,284,132,152,18,12,6,940,60,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
38,2272 MISERY,282,155,127,267,145,122,15,10,5,947,53,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
39,2274 MUNTELIER,549,278,271,489,241,248,60,37,23,891,109,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
40,2275 MURTEN,4558,2238,2320,3871,1852,2019,687,386,301,849,151,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
41,2276 RIED BEI KERZERS,519,252,267,509,246,263,10,6,4,981,19,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
42,2277 SALVEHACH,283,154,129,282,153,129,1,1,-,996,4,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
43,2278 ULMIZ,262,133,129,257,129,128,5,4,1,981,19,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
44,2279 VILLAREPOS,280,129,151,277,127,150,3,2,1,989,11,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
45,2280 BAS-VULLY,1004,546,458,898,471,427,106,75,31,894,106,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
46,2281 HAUT-VULLY,662,332,330,632,313,319,30,19,11,955,45,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
47,2282 WALLENBUCH,92,49,43,92,49,43,-,-,-,1000,-,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
48,2283 WALLENRIED,244,127,117,239,124,115,5,3,2,980,20,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
50,2291 ALTERSWIL,1538,821,717,1497,790,707,41,31,10,973,27,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
51,2292 BRUENISRIED,430,235,195,429,234,195,1,1,-,998,2,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
52,2293 DUEDINGEH,5572,2853,2719,5407,2754,2653,165,99,66,970,30,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
53,2294 GIFFERS,1185,521,664,1179,520,659,6,1,5,995,5,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
54,2295 BOESINGEN,1808,915,893,1735,869,866,73,46,27,960,40,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
55,2296 HEITENRIED,761,384,377,760,383,377,1,1,-,999,1,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
56,2298 OBERSCHROT,708,363,345,705,361,344,3,2,1,996,4,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
57,2299 PLAFFEIEN,1453,732,721,1441,727,714,12,5,7,992,8,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
58,2300 PLASSELB,732,380',352,729,379,350,3,1,2,996,4,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
59,2301 RECHTHALTEN,862,445,417,859,443,416,3,2,1,997,3,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
60,2302 ST.ANTONI,1570,809,761,1542,793,749,28,16,12,982,18,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
61,2303 ST.SILVESTER,796,427,369,790,422,368,6,5,1,992,8,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
62,2222 ROSSENS (FR),641,328,313,621,320,301,20,8,12,969,31,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
0,2307 TENTLINGEN,747,393,354,735,383,352,12,10,2,984,16,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
1,2308 UEBERSTORF,1656,871,785,1635,861,774,21,10,11,987,13,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
2,2309 WUENNEWIL—FLAMATT,3774,1907,1867,3549,1776,1773,225,131,94,940,60,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
3,2310 ZUMHOLZ,240,134,106,240,134,106,—,—,—,1000,—,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
5,2321 ATTALENS,1337,673,664,1287,643,644,50,30,20,963,37,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
6,2322 BESENCENS,95,47,48,95,47,48,—,—,—,1000,,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
7,2323 BOSSONNENS,513,270,243,499,260,239,14,10,4,973,27,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
8,2324 BOULOZ,206,105,101,206,105,101,—,—,—,1000,—,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
9,2325 CHATEL—SAINT—DENIS,3141,1474,1667,2873,1350,1523,268,124,144,915,85,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
10,2326 LE CRET,353,188,165,353,188,165,—,—,—,100D,,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
11,2327 FIAUGERES,166,93,73,165,92,73,1,1,—,994,6,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
12,2328 GRANGES (VEVEYSE),420,208,212,406,196,210,14,12,2,967,33,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
13,2329 GRATTAVACHE,134,78,56,132,76,56,2,2,—,985,15,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
14,2330 PONT (VEVEYSE),113,65,48,113,65,48,—,—,—,1000,,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
15,2331 PORSEL,283,143,140,281,142,139,2,1,1,993,7,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
16,2332 PROGENS,225,121,104,199,106,93,26,15,11,884,116,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
17,2333 REMAUFENS,516,263,253,505,256,249,11,7,4,979,21,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
18,2335 SAINT—MARTIN (FR),329,173,156,325,169,156,4,4,—,988,12,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
19,2336 SEMSALES,866,437,429,855,433,422,11,4,7,987,13,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
20,2306 TAFERS,2263,1147,1116,2169,1106,1063,94,41,53,958,42,FRIBOURG,185246,93106,92140,170897,85022,85875,14349,8084,6265,923,7,1
